"ID";"TypeOfBankruptcy";"Regions";"Periods";"PronouncedBankruptcies_1"
"5570";"A047596";"CR01  ";"2014MM05";"       4"
"5571";"A047596";"CR01  ";"2014MM06";"      16"
"5572";"A047596";"CR01  ";"2014KW02";"      23"
"5573";"A047596";"CR01  ";"2014MM07";"       5"
"5574";"A047596";"CR01  ";"2014MM08";"       8"
"5575";"A047596";"CR01  ";"2014MM09";"       3"
"5576";"A047596";"CR01  ";"2014KW03";"      16"
"5577";"A047596";"CR01  ";"2014MM10";"       2"
"5578";"A047596";"CR01  ";"2014MM11";"       6"
"5579";"A047596";"CR01  ";"2014MM12";"       5"
"5580";"A047596";"CR01  ";"2014KW04";"      13"
"5581";"A047596";"CR01  ";"2014JJ00";"      82"
"5582";"A047596";"CR01  ";"2015MM01";"       1"
"5583";"A047596";"CR01  ";"2015MM02";"       2"
"5584";"A047596";"CR01  ";"2015MM03";"      18"
"5585";"A047596";"CR01  ";"2015KW01";"      21"
"5586";"A047596";"CR01  ";"2015MM04";"       2"
"5587";"A047596";"CR01  ";"2015MM05";"       3"
"5588";"A047596";"CR01  ";"2015MM06";"       5"
"5589";"A047596";"CR01  ";"2015KW02";"      10"
"5590";"A047596";"CR01  ";"2015MM07";"       5"
"5591";"A047596";"CR01  ";"2015MM08";"       5"
"5592";"A047596";"CR01  ";"2015MM09";"       2"
"5593";"A047596";"CR01  ";"2015KW03";"      12"
"5594";"A047596";"CR01  ";"2015MM10";"       5"
"5595";"A047596";"CR01  ";"2015MM11";"       1"
"5596";"A047596";"CR01  ";"2015MM12";"       2"
"5597";"A047596";"CR01  ";"2015KW04";"       8"
"5598";"A047596";"CR01  ";"2015JJ00";"      51"
"5599";"A047596";"CR01  ";"2016MM01";"       0"
"5600";"A047596";"CR01  ";"2016MM02";"       2"
"5601";"A047596";"CR01  ";"2016MM03";"       1"
"5602";"A047596";"CR01  ";"2016KW01";"       3"
"5603";"A047596";"CR01  ";"2016MM04";"       2"
"5604";"A047596";"CR01  ";"2016MM05";"       3"
"5605";"A047596";"CR01  ";"2016MM06";"       3"
"5606";"A047596";"CR01  ";"2016KW02";"       8"
"5607";"A047596";"CR01  ";"2016MM07";"       2"
"5608";"A047596";"CR01  ";"2016MM08";"       2"
"5609";"A047596";"CR01  ";"2016MM09";"       1"
"5610";"A047596";"CR01  ";"2016KW03";"       5"
"5611";"A047596";"CR01  ";"2016MM10";"       0"
"5612";"A047596";"CR01  ";"2016MM11";"       3"
"5613";"A047596";"CR01  ";"2016MM12";"       1"
"5614";"A047596";"CR01  ";"2016KW04";"       4"
"5615";"A047596";"CR01  ";"2016JJ00";"      20"
"5616";"A047596";"CR01  ";"2017MM01";"       7"
"5617";"A047596";"CR01  ";"2017MM02";"       2"
"5618";"A047596";"CR01  ";"2017MM03";"       2"
"5619";"A047596";"CR01  ";"2017KW01";"      11"
"5620";"A047596";"CR01  ";"2017MM04";"       3"
"5621";"A047596";"CR01  ";"2017MM05";"       2"
"5622";"A047596";"CR01  ";"2017MM06";"       4"
"5623";"A047596";"CR01  ";"2017KW02";"       9"
"5624";"A047596";"CR01  ";"2017MM07";"       0"
"5625";"A047596";"CR01  ";"2017MM08";"       1"
"5626";"A047596";"CR01  ";"2017MM09";"       1"
"5627";"A047596";"CR01  ";"2017KW03";"       2"
"5628";"A047596";"CR01  ";"2017MM10";"       2"
"5629";"A047596";"CR01  ";"2017MM11";"       0"
"5630";"A047596";"CR01  ";"2017MM12";"       3"
"5631";"A047596";"CR01  ";"2017KW04";"       5"
"5632";"A047596";"CR01  ";"2017JJ00";"      27"
"5633";"A047596";"CR01  ";"2018MM01";"       1"
"5634";"A047596";"CR01  ";"2018MM02";"       4"
"5635";"A047596";"CR01  ";"2018MM03";"       2"
"5636";"A047596";"CR01  ";"2018KW01";"       7"
"5637";"A047596";"CR01  ";"2018MM04";"       5"
"5638";"A047596";"CR01  ";"2018MM05";"       5"
"5639";"A047596";"CR01  ";"2018MM06";"       0"
"5640";"A047596";"CR01  ";"2018KW02";"      10"
"5641";"A047596";"CR01  ";"2018MM07";"       2"
"5642";"A047596";"CR01  ";"2018MM08";"       3"
"5643";"A047596";"CR01  ";"2018MM09";"       1"
"5644";"A047596";"CR01  ";"2018KW03";"       6"
"5645";"A047596";"CR01  ";"2018MM10";"       1"
"5646";"A047596";"CR01  ";"2018MM11";"       2"
"5647";"A047596";"CR01  ";"2018MM12";"       1"
"5648";"A047596";"CR01  ";"2018KW04";"       4"
"5649";"A047596";"CR01  ";"2018JJ00";"      27"
"5650";"A047596";"CR01  ";"2019MM01";"       0"
"5651";"A047596";"CR01  ";"2019MM02";"       1"
"5652";"A047596";"CR01  ";"2019MM03";"       3"
"5653";"A047596";"CR01  ";"2019KW01";"       4"
"5654";"A047596";"CR01  ";"2019MM04";"       2"
"5655";"A047596";"CR01  ";"2019MM05";"       3"
"5656";"A047596";"CR01  ";"2019MM06";"       6"
"5657";"A047596";"CR01  ";"2019KW02";"      11"
"5658";"A047596";"CR01  ";"2019MM07";"       1"
"5659";"A047596";"CR01  ";"2019MM08";"       1"
"5660";"A047596";"CR01  ";"2019MM09";"       0"
"5661";"A047596";"CR01  ";"2019KW03";"       2"
"5662";"A047596";"CR01  ";"2019MM10";"       5"
"5663";"A047596";"CR01  ";"2019MM11";"       2"
"5664";"A047596";"CR01  ";"2019MM12";"       4"
"5665";"A047596";"CR01  ";"2019KW04";"      11"
"5666";"A047596";"CR01  ";"2019JJ00";"      28"
"5667";"A047596";"CR01  ";"2020MM01";"       1"
"5668";"A047596";"CR01  ";"2020MM02";"       1"
"5669";"A047596";"CR01  ";"2020MM03";"       1"
"5670";"A047596";"CR01  ";"2020KW01";"       3"
"5671";"A047596";"CR01  ";"2020MM04";"       3"
"5672";"A047596";"CR01  ";"2020MM05";"       3"
"5673";"A047596";"CR01  ";"2020MM06";"       5"
"5674";"A047596";"CR01  ";"2020KW02";"      11"
"5675";"A047596";"CR01  ";"2020MM07";"       2"
"5676";"A047596";"CR01  ";"2020MM08";"       1"
"5677";"A047596";"CR01  ";"2020MM09";"       0"
"5678";"A047596";"CR01  ";"2020KW03";"       3"
"5679";"A047596";"CR01  ";"2020MM10";"       1"
"5680";"A047596";"CR01  ";"2020MM11";"       5"
"5681";"A047596";"CR01  ";"2020MM12";"       3"
"5682";"A047596";"CR01  ";"2020KW04";"       9"
"5683";"A047596";"CR01  ";"2020JJ00";"      26"
"5684";"A047596";"CR01  ";"2021MM01";"       0"
"5685";"A047596";"CR01  ";"2021MM02";"       0"
"5686";"A047596";"CR01  ";"2021MM03";"       4"
"5687";"A047596";"CR01  ";"2021KW01";"       4"
"5688";"A047596";"CR01  ";"2021MM04";"       1"
"5689";"A047596";"CR01  ";"2021MM05";"       2"
"5690";"A047596";"CR01  ";"2021MM06";"       1"
"5691";"A047596";"CR01  ";"2021KW02";"       4"
"5692";"A047596";"CR01  ";"2021MM07";"       0"
"5693";"A047596";"CR01  ";"2021MM08";"       1"
"5694";"A047596";"CR01  ";"2021MM09";"       5"
"5695";"A047596";"CR01  ";"2021KW03";"       6"
"5696";"A047596";"CR01  ";"2021MM10";"       0"
"5697";"A047596";"CR01  ";"2021MM11";"       0"
"5698";"A047596";"CR01  ";"2021MM12";"       3"
"5699";"A047596";"CR01  ";"2021KW04";"       3"
"5700";"A047596";"CR01  ";"2021JJ00";"      17"
"5701";"A047596";"CR01  ";"2022MM01";"       2"
"5702";"A047596";"CR01  ";"2022MM02";"       1"
"5703";"A047596";"CR01  ";"2022MM03";"       1"
"5704";"A047596";"CR01  ";"2022KW01";"       4"
"5705";"A047596";"CR01  ";"2022MM04";"       0"
"5706";"A047596";"CR01  ";"2022MM05";"       2"
"5707";"A047596";"CR01  ";"2022MM06";"       1"
"5708";"A047596";"CR01  ";"2022KW02";"       3"
"5709";"A047596";"CR01  ";"2022MM07";"       0"
"5710";"A047596";"CR01  ";"2022MM08";"       3"
"5711";"A047596";"CR01  ";"2022MM09";"       0"
"5712";"A047596";"CR01  ";"2022KW03";"       3"
"5713";"A047596";"CR01  ";"2022MM10";"       4"
"5714";"A047596";"CR01  ";"2022MM11";"       0"
"5715";"A047596";"CR01  ";"2022MM12";"       1"
"5716";"A047596";"CR01  ";"2022KW04";"       5"
"5717";"A047596";"CR01  ";"2022JJ00";"      15"
"5718";"A047596";"CR01  ";"2023MM01";"       1"
"5719";"A047596";"CR01  ";"2023MM02";"       3"
"5720";"A047596";"CR01  ";"2023MM03";"       2"
"5721";"A047596";"CR01  ";"2023KW01";"       6"
"5722";"A047596";"CR01  ";"2023MM04";"       0"
"5723";"A047596";"CR01  ";"2023MM05";"       2"
"5724";"A047596";"CR01  ";"2023MM06";"       1"
"5725";"A047596";"CR01  ";"2023KW02";"       3"
"5726";"A047596";"CR01  ";"2023MM07";"       1"
"5727";"A047596";"CR01  ";"2023MM08";"       2"
"5728";"A047596";"CR01  ";"2023MM09";"       0"
"5729";"A047596";"CR01  ";"2023KW03";"       3"
"5730";"A047596";"CR01  ";"2023MM10";"       3"
"5731";"A047596";"CR01  ";"2023MM11";"       8"
"5732";"A047596";"CR01  ";"2023MM12";"       0"
"5733";"A047596";"CR01  ";"2023KW04";"      11"
"5734";"A047596";"CR01  ";"2023JJ00";"      23"
"5735";"A047596";"CR01  ";"2024MM01";"       0"
"5736";"A047596";"CR01  ";"2024MM02";"       3"
"5737";"A047596";"CR01  ";"2024MM03";"       2"
"5738";"A047596";"CR01  ";"2024KW01";"       5"
"5739";"A047596";"CR01  ";"2024MM04";"       3"
"5740";"A047596";"CR01  ";"2024MM05";"       1"
"5741";"A047596";"CR01  ";"2024MM06";"       5"
"5742";"A047596";"CR01  ";"2024KW02";"       9"
"5743";"A047596";"CR01  ";"2024MM07";"       2"
"5744";"A047596";"CR01  ";"2024MM08";"       2"
"5745";"A047596";"CR01  ";"2024MM09";"       6"
"5746";"A047596";"CR01  ";"2024KW03";"      10"
"5747";"A047596";"CR01  ";"2024MM10";"       1"
"5748";"A047596";"CR01  ";"2024MM11";"       0"
"5749";"A047596";"CR01  ";"2024MM12";"       4"
"5750";"A047596";"CR01  ";"2024KW04";"       5"
"5751";"A047596";"CR01  ";"2024JJ00";"      29"
"5752";"A047596";"CR01  ";"2025MM01";"       2"
"5753";"A047596";"CR01  ";"2025MM02";"       1"
"5754";"A047596";"CR02  ";"2009MM01";"       4"
"5755";"A047596";"CR02  ";"2009MM02";"       1"
"5756";"A047596";"CR02  ";"2009MM03";"       2"
"5757";"A047596";"CR02  ";"2009KW01";"       7"
"5758";"A047596";"CR02  ";"2009MM04";"       3"
"5759";"A047596";"CR02  ";"2009MM05";"       1"
"5760";"A047596";"CR02  ";"2009MM06";"       2"
"5761";"A047596";"CR02  ";"2009KW02";"       6"
"5762";"A047596";"CR02  ";"2009MM07";"       1"
"5763";"A047596";"CR02  ";"2009MM08";"       2"
"5764";"A047596";"CR02  ";"2009MM09";"       2"
"5765";"A047596";"CR02  ";"2009KW03";"       5"
"5766";"A047596";"CR02  ";"2009MM10";"       0"
"5767";"A047596";"CR02  ";"2009MM11";"       0"
"5768";"A047596";"CR02  ";"2009MM12";"       2"
"5769";"A047596";"CR02  ";"2009KW04";"       2"
"5770";"A047596";"CR02  ";"2009JJ00";"      20"
"5771";"A047596";"CR02  ";"2010MM01";"       1"
"5772";"A047596";"CR02  ";"2010MM02";"       1"
"5773";"A047596";"CR02  ";"2010MM03";"       0"
"5774";"A047596";"CR02  ";"2010KW01";"       2"
"5775";"A047596";"CR02  ";"2010MM04";"       0"
"5776";"A047596";"CR02  ";"2010MM05";"       2"
"5777";"A047596";"CR02  ";"2010MM06";"       0"
"5778";"A047596";"CR02  ";"2010KW02";"       2"
"5779";"A047596";"CR02  ";"2010MM07";"       0"
"5780";"A047596";"CR02  ";"2010MM08";"       0"
"5781";"A047596";"CR02  ";"2010MM09";"       2"
"5782";"A047596";"CR02  ";"2010KW03";"       2"
"5783";"A047596";"CR02  ";"2010MM10";"       2"
"5784";"A047596";"CR02  ";"2010MM11";"       2"
"5785";"A047596";"CR02  ";"2010MM12";"       1"
"5786";"A047596";"CR02  ";"2010KW04";"       5"
"5787";"A047596";"CR02  ";"2010JJ00";"      11"
"5788";"A047596";"CR02  ";"2011MM01";"       0"
"5789";"A047596";"CR02  ";"2011MM02";"       1"
"5790";"A047596";"CR02  ";"2011MM03";"       4"
"5791";"A047596";"CR02  ";"2011KW01";"       5"
"5792";"A047596";"CR02  ";"2011MM04";"       3"
"5793";"A047596";"CR02  ";"2011MM05";"       0"
"5794";"A047596";"CR02  ";"2011MM06";"       0"
"5795";"A047596";"CR02  ";"2011KW02";"       3"
"5796";"A047596";"CR02  ";"2011MM07";"       0"
"5797";"A047596";"CR02  ";"2011MM08";"       0"
"5798";"A047596";"CR02  ";"2011MM09";"       1"
"5799";"A047596";"CR02  ";"2011KW03";"       1"
"5800";"A047596";"CR02  ";"2011MM10";"       1"
"5801";"A047596";"CR02  ";"2011MM11";"       0"
"5802";"A047596";"CR02  ";"2011MM12";"       1"
"5803";"A047596";"CR02  ";"2011KW04";"       2"
"5804";"A047596";"CR02  ";"2011JJ00";"      11"
"5805";"A047596";"CR02  ";"2012MM01";"       1"
"5806";"A047596";"CR02  ";"2012MM02";"       0"
"5807";"A047596";"CR02  ";"2012MM03";"       0"
"5808";"A047596";"CR02  ";"2012KW01";"       1"
"5809";"A047596";"CR02  ";"2012MM04";"       0"
"5810";"A047596";"CR02  ";"2012MM05";"       0"
"5811";"A047596";"CR02  ";"2012MM06";"       1"
"5812";"A047596";"CR02  ";"2012KW02";"       1"
"5813";"A047596";"CR02  ";"2012MM07";"       2"
"5814";"A047596";"CR02  ";"2012MM08";"       0"
"5815";"A047596";"CR02  ";"2012MM09";"       1"
"5816";"A047596";"CR02  ";"2012KW03";"       3"
"5817";"A047596";"CR02  ";"2012MM10";"       2"
"5818";"A047596";"CR02  ";"2012MM11";"       1"
"5819";"A047596";"CR02  ";"2012MM12";"       0"
"5820";"A047596";"CR02  ";"2012KW04";"       3"
"5821";"A047596";"CR02  ";"2012JJ00";"       8"
"5822";"A047596";"CR02  ";"2013MM01";"       1"
"5823";"A047596";"CR02  ";"2013MM02";"       0"
"5824";"A047596";"CR02  ";"2013MM03";"       1"
"5825";"A047596";"CR02  ";"2013KW01";"       2"
"5826";"A047596";"CR02  ";"2013MM04";"       2"
"5827";"A047596";"CR02  ";"2013MM05";"       1"
"5828";"A047596";"CR02  ";"2013MM06";"       2"
"5829";"A047596";"CR02  ";"2013KW02";"       5"
"5830";"A047596";"CR02  ";"2013MM07";"       0"
"5831";"A047596";"CR02  ";"2013MM08";"       0"
"5832";"A047596";"CR02  ";"2013MM09";"       0"
"5833";"A047596";"CR02  ";"2013KW03";"       0"
"5834";"A047596";"CR02  ";"2013MM10";"       0"
"5835";"A047596";"CR02  ";"2013MM11";"       0"
"5836";"A047596";"CR02  ";"2013MM12";"       4"
"5837";"A047596";"CR02  ";"2013KW04";"       4"
"5838";"A047596";"CR02  ";"2013JJ00";"      11"
"5839";"A047596";"CR02  ";"2014MM01";"       4"
"5840";"A047596";"CR02  ";"2014MM02";"       0"
"5841";"A047596";"CR02  ";"2014MM03";"       0"
"5842";"A047596";"CR02  ";"2014KW01";"       4"
"5843";"A047596";"CR02  ";"2014MM04";"       0"
"5844";"A047596";"CR02  ";"2014MM05";"       1"
"5845";"A047596";"CR02  ";"2014MM06";"       1"
"5846";"A047596";"CR02  ";"2014KW02";"       2"
"5847";"A047596";"CR02  ";"2014MM07";"       0"
"5848";"A047596";"CR02  ";"2014MM08";"       0"
"5849";"A047596";"CR02  ";"2014MM09";"       2"
"5850";"A047596";"CR02  ";"2014KW03";"       2"
"5851";"A047596";"CR02  ";"2014MM10";"       0"
"5852";"A047596";"CR02  ";"2014MM11";"       1"
"5853";"A047596";"CR02  ";"2014MM12";"       2"
"5854";"A047596";"CR02  ";"2014KW04";"       3"
"5855";"A047596";"CR02  ";"2014JJ00";"      11"
"5856";"A047596";"CR02  ";"2015MM01";"       0"
"5857";"A047596";"CR02  ";"2015MM02";"       3"
"5858";"A047596";"CR02  ";"2015MM03";"       1"
"5859";"A047596";"CR02  ";"2015KW01";"       4"
"5860";"A047596";"CR02  ";"2015MM04";"       0"
"5861";"A047596";"CR02  ";"2015MM05";"       0"
"5862";"A047596";"CR02  ";"2015MM06";"       2"
"5863";"A047596";"CR02  ";"2015KW02";"       2"
"5864";"A047596";"CR02  ";"2015MM07";"       0"
"5865";"A047596";"CR02  ";"2015MM08";"       0"
"5866";"A047596";"CR02  ";"2015MM09";"       0"
"5867";"A047596";"CR02  ";"2015KW03";"       0"
"5868";"A047596";"CR02  ";"2015MM10";"       0"
"5869";"A047596";"CR02  ";"2015MM11";"       0"
"5870";"A047596";"CR02  ";"2015MM12";"       2"
"5871";"A047596";"CR02  ";"2015KW04";"       2"
"5872";"A047596";"CR02  ";"2015JJ00";"       8"
"5873";"A047596";"CR02  ";"2016MM01";"       1"
"5874";"A047596";"CR02  ";"2016MM02";"       0"
"5875";"A047596";"CR02  ";"2016MM03";"       0"
"5876";"A047596";"CR02  ";"2016KW01";"       1"
"5877";"A047596";"CR02  ";"2016MM04";"       0"
"5878";"A047596";"CR02  ";"2016MM05";"       0"
"5879";"A047596";"CR02  ";"2016MM06";"       0"
"5880";"A047596";"CR02  ";"2016KW02";"       0"
"5881";"A047596";"CR02  ";"2016MM07";"       0"
"5882";"A047596";"CR02  ";"2016MM08";"       1"
"5883";"A047596";"CR02  ";"2016MM09";"       2"
"5884";"A047596";"CR02  ";"2016KW03";"       3"
"5885";"A047596";"CR02  ";"2016MM10";"       0"
"5886";"A047596";"CR02  ";"2016MM11";"       0"
"5887";"A047596";"CR02  ";"2016MM12";"       0"
"5888";"A047596";"CR02  ";"2016KW04";"       0"
"5889";"A047596";"CR02  ";"2016JJ00";"       4"
"5890";"A047596";"CR02  ";"2017MM01";"       1"
"5891";"A047596";"CR02  ";"2017MM02";"       1"
"5892";"A047596";"CR02  ";"2017MM03";"       0"
"5893";"A047596";"CR02  ";"2017KW01";"       2"
"5894";"A047596";"CR02  ";"2017MM04";"       0"
"5895";"A047596";"CR02  ";"2017MM05";"       0"
"5896";"A047596";"CR02  ";"2017MM06";"       0"
"5897";"A047596";"CR02  ";"2017KW02";"       0"
"5898";"A047596";"CR02  ";"2017MM07";"       0"
"5899";"A047596";"CR02  ";"2017MM08";"       2"
"5900";"A047596";"CR02  ";"2017MM09";"       1"
"5901";"A047596";"CR02  ";"2017KW03";"       3"
"5902";"A047596";"CR02  ";"2017MM10";"       0"
"5903";"A047596";"CR02  ";"2017MM11";"       1"
"5904";"A047596";"CR02  ";"2017MM12";"       6"
"5905";"A047596";"CR02  ";"2017KW04";"       7"
"5906";"A047596";"CR02  ";"2017JJ00";"      12"
"5907";"A047596";"CR02  ";"2018MM01";"       2"
"5908";"A047596";"CR02  ";"2018MM02";"       1"
"5909";"A047596";"CR02  ";"2018MM03";"       0"
"5910";"A047596";"CR02  ";"2018KW01";"       3"
"5911";"A047596";"CR02  ";"2018MM04";"       1"
"5912";"A047596";"CR02  ";"2018MM05";"       3"
"5913";"A047596";"CR02  ";"2018MM06";"       0"
"5914";"A047596";"CR02  ";"2018KW02";"       4"
"5915";"A047596";"CR02  ";"2018MM07";"       0"
"5916";"A047596";"CR02  ";"2018MM08";"       0"
"5917";"A047596";"CR02  ";"2018MM09";"       0"
"5918";"A047596";"CR02  ";"2018KW03";"       0"
"5919";"A047596";"CR02  ";"2018MM10";"       1"
"5920";"A047596";"CR02  ";"2018MM11";"       3"
"5921";"A047596";"CR02  ";"2018MM12";"       0"
"5922";"A047596";"CR02  ";"2018KW04";"       4"
"5923";"A047596";"CR02  ";"2018JJ00";"      11"
"5924";"A047596";"CR02  ";"2019MM01";"       0"
"5925";"A047596";"CR02  ";"2019MM02";"       1"
"5926";"A047596";"CR02  ";"2019MM03";"       0"
"5927";"A047596";"CR02  ";"2019KW01";"       1"
"5928";"A047596";"CR02  ";"2019MM04";"       0"
"5929";"A047596";"CR02  ";"2019MM05";"       1"
"5930";"A047596";"CR02  ";"2019MM06";"       0"
"5931";"A047596";"CR02  ";"2019KW02";"       1"
"5932";"A047596";"CR02  ";"2019MM07";"       2"
"5933";"A047596";"CR02  ";"2019MM08";"       1"
"5934";"A047596";"CR02  ";"2019MM09";"       0"
"5935";"A047596";"CR02  ";"2019KW03";"       3"
"5936";"A047596";"CR02  ";"2019MM10";"       0"
"5937";"A047596";"CR02  ";"2019MM11";"       1"
"5938";"A047596";"CR02  ";"2019MM12";"       2"
"5939";"A047596";"CR02  ";"2019KW04";"       3"
"5940";"A047596";"CR02  ";"2019JJ00";"       8"
"5941";"A047596";"CR02  ";"2020MM01";"       0"
"5942";"A047596";"CR02  ";"2020MM02";"       1"
"5943";"A047596";"CR02  ";"2020MM03";"       0"
"5944";"A047596";"CR02  ";"2020KW01";"       1"
"5945";"A047596";"CR02  ";"2020MM04";"       0"
"5946";"A047596";"CR02  ";"2020MM05";"       3"
"5947";"A047596";"CR02  ";"2020MM06";"       0"
"5948";"A047596";"CR02  ";"2020KW02";"       3"
"5949";"A047596";"CR02  ";"2020MM07";"       1"
"5950";"A047596";"CR02  ";"2020MM08";"       0"
"5951";"A047596";"CR02  ";"2020MM09";"       1"
"5952";"A047596";"CR02  ";"2020KW03";"       2"
"5953";"A047596";"CR02  ";"2020MM10";"       1"
"5954";"A047596";"CR02  ";"2020MM11";"       1"
"5955";"A047596";"CR02  ";"2020MM12";"       0"
"5956";"A047596";"CR02  ";"2020KW04";"       2"
"5957";"A047596";"CR02  ";"2020JJ00";"       8"
"5958";"A047596";"CR02  ";"2021MM01";"       0"
"5959";"A047596";"CR02  ";"2021MM02";"       1"
"5960";"A047596";"CR02  ";"2021MM03";"       0"
"5961";"A047596";"CR02  ";"2021KW01";"       1"
"5962";"A047596";"CR02  ";"2021MM04";"       1"
"5963";"A047596";"CR02  ";"2021MM05";"       1"
"5964";"A047596";"CR02  ";"2021MM06";"       0"
"5965";"A047596";"CR02  ";"2021KW02";"       2"
"5966";"A047596";"CR02  ";"2021MM07";"       0"
"5967";"A047596";"CR02  ";"2021MM08";"       0"
"5968";"A047596";"CR02  ";"2021MM09";"       0"
"5969";"A047596";"CR02  ";"2021KW03";"       0"
"5970";"A047596";"CR02  ";"2021MM10";"       0"
"5971";"A047596";"CR02  ";"2021MM11";"       0"
"5972";"A047596";"CR02  ";"2021MM12";"       0"
"5973";"A047596";"CR02  ";"2021KW04";"       0"
"5974";"A047596";"CR02  ";"2021JJ00";"       3"
"5975";"A047596";"CR02  ";"2022MM01";"       0"
"5976";"A047596";"CR02  ";"2022MM02";"       0"
"5977";"A047596";"CR02  ";"2022MM03";"       0"
"5978";"A047596";"CR02  ";"2022KW01";"       0"
"5979";"A047596";"CR02  ";"2022MM04";"       0"
"5980";"A047596";"CR02  ";"2022MM05";"       0"
"5981";"A047596";"CR02  ";"2022MM06";"       0"
"5982";"A047596";"CR02  ";"2022KW02";"       0"
"5983";"A047596";"CR02  ";"2022MM07";"       1"
"5984";"A047596";"CR02  ";"2022MM08";"       0"
"5985";"A047596";"CR02  ";"2022MM09";"       0"
"5986";"A047596";"CR02  ";"2022KW03";"       1"
"5987";"A047596";"CR02  ";"2022MM10";"       2"
"5988";"A047596";"CR02  ";"2022MM11";"       1"
"5989";"A047596";"CR02  ";"2022MM12";"       1"
"5990";"A047596";"CR02  ";"2022KW04";"       4"
"5991";"A047596";"CR02  ";"2022JJ00";"       5"
